,DATA_SRC,SURFACE_CODE,CYC_TYPE,LAT,LON,CENTRAL_PRES,MAX_WIND_SPD,MAX_REP_WIND_DIR,WIND_COMPASS,CENTRAL_INDEX (CI)
38,2.0,1.0,30.0,-11.1,118.4,979.0,30.9,60.0,NE,3.73900160612611
39,2.0,1.0,40.0,-11.3,118.2,976.0,33.4,50.0,NE,3.9086693074875756
40,2.0,1.0,40.0,-11.6,118.0,976.0,33.4,50.0,NE,3.9086693074875756
41,2.0,1.0,40.0,-11.9,117.9,976.0,33.4,50.0,NE,3.9086693074875756
42,2.0,1.0,40.0,-13.2,116.6,973.0,36.0,20.0,N,4.070722019509654
43,2.0,1.0,40.0,-13.8,116.0,973.0,36.0,10.0,N,4.070722019509654
44,2.0,1.0,40.0,-15.0,115.1,973.0,36.0,140.0,SE,4.070722019509654
45,2.0,1.0,40.0,-16.2,114.1,973.0,36.0,210.0,SW,4.070722019509654
46,2.0,1.0,40.0,-16.6,114.0,974.0,36.0,270.0,W,4.017489717973018
47,2.0,1.0,40.0,-17.0,114.0,975.0,33.4,60.0,NE,3.9634834350840573
48,2.0,1.0,40.0,-17.4,114.0,978.0,33.4,60.0,NE,3.796469144159554
49,2.0,1.0,30.0,-17.8,114.0,983.0,30.9,70.0,E,3.498897389674407
50,2.0,1.0,30.0,-18.8,114.0,986.0,28.3,90.0,E,3.3064069632968023
51,2.0,1.0,30.0,-19.3,114.0,987.0,28.3,20.0,N,3.239488445091218
52,2.0,1.0,30.0,-19.8,114.0,988.0,28.3,90.0,E,3.171040401599453
53,2.0,1.0,30.0,-20.3,114.0,989.0,28.3,70.0,E,3.100955855502096
54,2.0,1.0,30.0,-20.8,113.9,990.0,25.7,60.0,NE,3.02911482118419
55,2.0,1.0,30.0,-21.4,113.9,994.0,25.7,90.0,E,2.7211835684431747
56,2.0,1.0,30.0,-21.9,113.8,998.0,23.2,250.0,W,2.369923199020532
57,2.0,2.0,30.0,-22.4,113.7,1002.0,20.6,50.0,NE,1.9504544175096625
58,2.0,2.0,20.0,-22.9,113.7,1002.0,15.4,320.0,NW,1.9504544175096625
59,2.0,2.0,20.0,-23.3,113.9,1004.0,15.4,90.0,E,1.6986825976362856
60,2.0,2.0,20.0,-23.5,114.1,1005.0,12.9,300.0,NW,1.556222416086728
61,2.0,1.0,20.0,-9.9,100.1,1005.0,10.3,10.0,N,1.556222416086728
62,2.0,1.0,20.0,-10.1,100.0,1003.0,10.3,150.0,SE,1.8292585014507152
63,2.0,1.0,20.0,-10.3,99.8,1002.0,12.9,150.0,SE,1.9504544175096625
64,2.0,1.0,20.0,-10.5,99.6,1004.0,12.9,160.0,S,1.6986825976362856
65,2.0,1.0,20.0,-10.6,99.5,1003.0,12.9,10.0,N,1.8292585014507152
66,2.0,1.0,20.0,-10.9,99.4,1002.0,12.9,160.0,S,1.9504544175096625
67,2.0,1.0,20.0,-11.2,99.5,998.0,12.9,150.0,SE,2.369923199020532
68,2.0,1.0,20.0,-11.4,99.6,996.0,15.4,170.0,S,2.5520966457335894
69,2.0,1.0,30.0,-11.9,99.5,992.0,20.6,30.0,NE,2.879603808648294
70,2.0,1.0,30.0,-12.5,99.0,988.0,23.2,210.0,SW,3.171040401599453
71,2.0,1.0,30.0,-14.6,97.0,981.0,28.3,310.0,NW,3.621102323191423
72,2.0,1.0,30.0,-15.3,96.1,980.0,28.3,310.0,NW,3.680562551360306
73,2.0,1.0,30.0,-16.1,95.5,976.0,30.9,310.0,NW,3.9086693074875756
74,2.0,1.0,40.0,-17.7,94.7,973.0,36.0,10.0,N,4.070722019509654
75,2.0,1.0,40.0,-18.4,94.4,973.0,36.0,310.0,NW,4.070722019509654
76,2.0,1.0,40.0,-19.1,94.0,980.0,33.4,140.0,SE,3.680562551360306
77,2.0,1.0,30.0,-22.6,94.4,993.0,25.7,90.0,E,2.801604936095944
78,2.0,1.0,30.0,-23.5,94.9,993.0,20.6,100.0,E,2.801604936095944
79,2.0,1.0,30.0,-24.4,95.3,994.0,20.6,110.0,E,2.7211835684431747
80,2.0,1.0,30.0,-25.1,95.5,994.0,20.6,210.0,SW,2.7211835684431747
81,2.0,1.0,20.0,-10.0,98.0,1003.0,12.9,140.0,SE,1.8292585014507152
82,2.0,1.0,20.0,-10.5,97.9,1001.0,12.9,170.0,S,2.064004808197857
83,2.0,1.0,20.0,-11.1,97.7,1001.0,12.9,150.0,SE,2.064004808197857
84,2.0,1.0,20.0,-11.6,97.5,1002.0,12.9,180.0,S,1.9504544175096625
85,2.0,1.0,20.0,-11.8,97.3,1001.0,12.9,130.0,SE,2.064004808197857
86,2.0,1.0,20.0,-11.9,97.0,998.0,15.4,230.0,SW,2.369923199020532
87,2.0,1.0,20.0,-12.0,96.7,996.0,15.4,40.0,NE,2.5520966457335894
88,2.0,1.0,30.0,-11.9,96.1,992.0,20.6,20.0,N,2.879603808648294
89,2.0,1.0,30.0,-11.8,95.7,988.0,23.2,30.0,NE,3.171040401599453
90,2.0,1.0,30.0,-11.7,95.0,985.0,25.7,50.0,NE,3.3718918144016174
91,2.0,1.0,30.0,-11.6,94.6,985.0,25.7,270.0,W,3.3718918144016174
92,2.0,1.0,30.0,-12.0,93.2,985.0,25.7,240.0,SW,3.3718918144016174
93,2.0,1.0,30.0,-12.5,91.5,985.0,25.7,70.0,E,3.3718918144016174
94,2.0,1.0,30.0,-12.8,90.5,981.0,28.3,60.0,NE,3.621102323191423
95,2.0,1.0,20.0,-17.9,118.7,999.0,12.9,310.0,NW,2.272896922914969
96,2.0,1.0,20.0,-17.7,118.3,999.0,12.9,0.0,N,2.272896922914969
97,2.0,1.0,20.0,-17.6,118.3,997.0,12.9,0.0,N,2.4628321961038315
98,2.0,1.0,20.0,-17.5,118.6,998.0,12.9,30.0,NE,2.369923199020532
99,2.0,1.0,20.0,-17.5,118.8,1000.0,12.9,300.0,NW,2.171169359038437
100,2.0,1.0,20.0,-17.6,118.9,998.0,15.4,310.0,NW,2.369923199020532
101,2.0,1.0,20.0,-17.3,119.0,995.0,15.4,100.0,E,2.6381055546827414
102,2.0,1.0,30.0,-17.7,119.0,991.0,20.6,270.0,W,2.9553819823622214
103,2.0,1.0,30.0,-17.9,118.9,989.0,23.2,290.0,W,3.100955855502096
104,2.0,1.0,30.0,-18.2,118.7,985.0,25.7,300.0,NW,3.3718918144016174
105,2.0,1.0,30.0,-18.3,118.6,982.0,25.7,300.0,NW,3.560566909487789
106,2.0,1.0,30.0,-18.5,118.3,980.0,25.7,300.0,NW,3.680562551360306
107,2.0,1.0,30.0,-18.8,118.0,980.0,25.7,60.0,NE,3.680562551360306
108,2.0,1.0,30.0,-19.0,118.0,979.0,25.7,30.0,NE,3.73900160612611
109,2.0,1.0,30.0,-19.2,118.0,977.0,25.7,0.0,N,3.8530109421255934
110,2.0,1.0,30.0,-19.2,117.8,977.0,25.7,330.0,NW,3.8530109421255934
111,2.0,1.0,30.0,-20.5,116.3,985.0,25.7,10.0,N,3.3718918144016174
112,2.0,3.0,30.0,-21.3,115.4,986.0,25.7,180.0,S,3.3064069632968023
113,2.0,2.0,30.0,-22.2,114.7,987.0,23.2,10.0,N,3.239488445091218
114,2.0,2.0,30.0,-22.8,114.0,988.0,23.2,270.0,W,3.171040401599453
115,2.0,4.0,30.0,-23.0,113.7,988.0,23.2,90.0,E,3.171040401599453
116,2.0,1.0,30.0,-23.1,113.4,987.0,23.2,130.0,SE,3.239488445091218
117,2.0,1.0,30.0,-23.2,113.1,988.0,23.2,100.0,E,3.171040401599453
118,2.0,1.0,30.0,-23.4,112.3,993.0,20.6,0.0,N,2.801604936095944
119,2.0,1.0,30.0,-23.4,111.8,993.0,20.6,0.0,N,2.801604936095944
120,2.0,1.0,30.0,-23.4,111.2,994.0,20.6,350.0,N,2.7211835684431747
121,2.0,1.0,30.0,-23.4,110.6,994.0,20.6,0.0,N,2.7211835684431747
122,2.0,1.0,30.0,-23.2,110.0,994.0,20.6,40.0,NE,2.7211835684431747
123,2.0,1.0,20.0,-21.4,105.6,1003.0,12.9,190.0,S,1.8292585014507152
124,2.0,1.0,20.0,-21.0,104.5,1002.0,12.9,180.0,S,1.9504544175096625
125,2.0,1.0,20.0,-14.5,125.3,997.0,15.4,200.0,S,2.4628321961038315
126,2.0,1.0,20.0,-14.5,125.0,996.0,15.4,230.0,SW,2.5520966457335894
127,2.0,1.0,20.0,-14.5,124.3,995.0,15.4,250.0,W,2.6381055546827414
128,2.0,1.0,20.0,-14.6,123.7,996.0,15.4,280.0,W,2.5520966457335894
129,2.0,1.0,30.0,-14.8,123.2,994.0,18.0,290.0,W,2.7211835684431747
130,2.0,1.0,30.0,-14.9,123.1,994.0,20.6,310.0,NW,2.7211835684431747
131,2.0,1.0,30.0,-15.0,123.0,992.0,20.6,0.0,N,2.879603808648294
132,2.0,1.0,30.0,-15.1,122.9,990.0,20.6,100.0,E,3.02911482118419
133,2.0,1.0,30.0,-15.2,122.9,990.0,20.6,80.0,E,3.02911482118419
134,2.0,1.0,30.0,-15.3,122.9,990.0,23.2,50.0,NE,3.02911482118419
135,2.0,1.0,30.0,-15.4,122.9,989.0,23.2,0.0,N,3.100955855502096
136,2.0,1.0,30.0,-15.6,122.9,988.0,25.7,320.0,NW,3.171040401599453
137,2.0,1.0,30.0,-15.7,123.0,988.0,25.7,300.0,NW,3.171040401599453
138,2.0,1.0,30.0,-15.9,123.0,988.0,25.7,0.0,N,3.171040401599453
139,2.0,1.0,30.0,-16.1,123.0,985.0,25.7,320.0,NW,3.3718918144016174
140,2.0,3.0,30.0,-16.3,123.0,982.0,28.3,0.0,N,3.560566909487789
141,2.0,2.0,30.0,-16.5,123.0,983.0,28.3,270.0,W,3.498897389674407
142,2.0,2.0,30.0,-16.7,123.0,984.0,25.7,260.0,W,3.436029288204253
143,2.0,2.0,30.0,-16.9,123.1,985.0,23.2,270.0,W,3.3718918144016174
144,2.0,2.0,30.0,-17.1,123.1,985.0,18.0,170.0,S,3.3718918144016174
145,2.0,2.0,30.0,-17.3,123.2,986.0,18.0,80.0,E,3.3064069632968023
146,2.0,2.0,20.0,-17.5,123.2,988.0,15.4,0.0,N,3.171040401599453
147,2.0,2.0,20.0,-17.8,123.1,988.0,15.4,350.0,N,3.171040401599453
148,2.0,2.0,20.0,-18.0,122.8,988.0,15.4,350.0,N,3.171040401599453
149,2.0,4.0,20.0,-18.2,122.5,989.0,15.4,290.0,W,3.100955855502096
150,2.0,1.0,20.0,-18.3,121.6,991.0,15.4,10.0,N,2.9553819823622214
151,2.0,1.0,30.0,-18.3,121.0,992.0,20.6,120.0,SE,2.879603808648294
152,2.0,1.0,30.0,-18.3,120.4,993.0,20.6,180.0,S,2.801604936095944
153,2.0,1.0,30.0,-18.3,119.8,994.0,20.6,60.0,NE,2.7211835684431747
154,2.0,1.0,30.0,-18.2,119.4,992.0,20.6,300.0,NW,2.879603808648294
155,2.0,1.0,30.0,-18.3,118.9,990.0,20.6,300.0,NW,3.02911482118419
156,2.0,1.0,30.0,-18.3,118.4,990.0,20.6,300.0,NW,3.02911482118419
157,2.0,1.0,30.0,-18.4,117.9,990.0,20.6,300.0,NW,3.02911482118419
158,2.0,1.0,30.0,-18.5,117.4,989.0,25.7,90.0,E,3.100955855502096
159,2.0,1.0,30.0,-18.7,116.8,988.0,25.7,40.0,NE,3.171040401599453
160,2.0,1.0,30.0,-19.1,116.1,988.0,25.7,0.0,N,3.171040401599453
161,2.0,1.0,30.0,-19.2,115.7,988.0,25.7,90.0,E,3.171040401599453
162,2.0,1.0,30.0,-19.2,115.1,988.0,25.7,90.0,E,3.171040401599453
163,2.0,1.0,30.0,-19.2,114.5,988.0,25.7,80.0,E,3.171040401599453
164,2.0,1.0,30.0,-19.3,113.5,992.0,20.6,90.0,E,2.879603808648294
165,2.0,1.0,20.0,-18.9,111.3,997.0,15.4,270.0,W,2.4628321961038315
166,2.0,1.0,20.0,-18.5,109.8,997.0,15.4,80.0,E,2.4628321961038315
167,2.0,1.0,20.0,-17.2,122.2,1001.0,12.9,100.0,E,2.064004808197857
168,2.0,1.0,20.0,-17.4,121.6,1001.0,12.9,90.0,E,2.064004808197857
169,2.0,1.0,20.0,-17.6,121.0,999.0,12.9,320.0,NW,2.272896922914969
170,2.0,1.0,20.0,-17.8,120.4,999.0,12.9,60.0,NE,2.272896922914969
171,2.0,1.0,20.0,-18.2,119.3,996.0,15.4,310.0,NW,2.5520966457335894
172,2.0,1.0,30.0,-18.4,118.8,992.0,20.6,310.0,NW,2.879603808648294
173,2.0,1.0,30.0,-18.6,118.4,990.0,20.6,160.0,S,3.02911482118419
174,2.0,1.0,30.0,-18.8,118.0,989.0,23.2,150.0,SE,3.100955855502096
175,2.0,1.0,30.0,-19.0,117.7,988.0,23.2,0.0,N,3.171040401599453
176,2.0,1.0,30.0,-19.1,117.3,985.0,25.7,320.0,NW,3.3718918144016174
177,2.0,1.0,30.0,-19.2,117.0,983.0,25.7,90.0,E,3.498897389674407
178,2.0,1.0,30.0,-19.4,116.6,983.0,25.7,320.0,NW,3.498897389674407
179,2.0,1.0,30.0,-19.5,116.3,983.0,25.7,180.0,S,3.498897389674407
180,2.0,1.0,30.0,-19.7,115.9,982.0,28.3,160.0,S,3.560566909487789
181,2.0,1.0,30.0,-19.9,115.6,982.0,28.3,90.0,E,3.560566909487789
182,2.0,1.0,30.0,-20.0,115.2,982.0,28.3,60.0,NE,3.560566909487789
183,2.0,1.0,30.0,-20.1,114.8,982.0,28.3,70.0,E,3.560566909487789
184,2.0,1.0,30.0,-20.2,114.4,980.0,28.3,80.0,E,3.680562551360306
185,2.0,1.0,30.0,-20.3,114.0,978.0,28.3,60.0,NE,3.796469144159554
186,2.0,1.0,30.0,-20.4,113.4,978.0,28.3,180.0,S,3.796469144159554
187,2.0,1.0,30.0,-19.8,112.0,977.0,30.9,80.0,E,3.8530109421255934
188,2.0,1.0,30.0,-19.5,111.3,977.0,30.9,80.0,E,3.8530109421255934
189,2.0,1.0,30.0,-19.3,110.7,977.0,30.9,210.0,SW,3.8530109421255934
190,2.0,1.0,30.0,-19.3,109.8,978.0,30.9,250.0,W,3.796469144159554
191,2.0,1.0,40.0,-19.4,109.0,974.0,33.4,240.0,SW,4.017489717973018
192,2.0,1.0,40.0,-20.0,107.0,973.0,36.0,140.0,SE,4.070722019509654
193,2.0,1.0,30.0,-21.8,99.9,981.0,28.3,320.0,NW,3.621102323191423
194,2.0,1.0,30.0,-15.2,108.5,980.0,30.9,250.0,W,3.680562551360306
195,2.0,1.0,30.0,-15.6,108.4,978.0,30.9,90.0,E,3.796469144159554
196,2.0,1.0,40.0,-16.8,108.1,975.0,33.4,70.0,E,3.9634834350840573
197,2.0,1.0,40.0,-17.3,107.9,974.0,36.0,120.0,SE,4.017489717973018
198,2.0,1.0,40.0,-18.1,107.6,973.0,36.0,40.0,NE,4.070722019509654
199,2.0,1.0,40.0,-18.6,107.4,975.0,36.0,150.0,SE,3.9634834350840573
200,2.0,1.0,40.0,-19.2,107.2,975.0,36.0,140.0,SE,3.9634834350840573
201,2.0,1.0,30.0,-21.3,104.9,988.0,25.7,150.0,SE,3.171040401599453
202,2.0,1.0,30.0,-21.8,103.7,989.0,23.2,250.0,W,3.100955855502096
203,2.0,1.0,30.0,-22.5,102.6,993.0,20.6,140.0,SE,2.801604936095944
204,2.0,1.0,30.0,-23.1,101.3,993.0,20.6,160.0,S,2.801604936095944
205,2.0,1.0,30.0,-23.6,100.1,994.0,20.6,250.0,W,2.7211835684431747
206,2.0,1.0,30.0,-23.7,98.7,994.0,20.6,240.0,SW,2.7211835684431747
207,2.0,1.0,20.0,-12.4,121.2,998.0,15.4,110.0,E,2.369923199020532
208,2.0,1.0,20.0,-12.5,121.3,998.0,15.4,80.0,E,2.369923199020532
209,2.0,1.0,20.0,-12.5,121.4,997.0,15.4,310.0,NW,2.4628321961038315
210,2.0,1.0,20.0,-12.6,121.5,996.0,15.4,290.0,W,2.5520966457335894
211,2.0,1.0,20.0,-12.6,121.6,995.0,15.4,310.0,NW,2.6381055546827414
212,2.0,1.0,30.0,-12.4,122.3,994.0,18.0,270.0,W,2.7211835684431747
213,2.0,1.0,30.0,-12.4,122.4,993.0,20.6,280.0,W,2.801604936095944
214,2.0,1.0,30.0,-12.6,122.3,990.0,23.2,290.0,W,3.02911482118419
215,2.0,1.0,30.0,-12.7,122.2,989.0,23.2,240.0,SW,3.100955855502096
216,2.0,1.0,30.0,-12.8,122.0,988.0,25.7,210.0,SW,3.171040401599453
217,2.0,1.0,30.0,-12.9,121.7,988.0,25.7,280.0,W,3.171040401599453
218,2.0,1.0,30.0,-13.0,121.5,988.0,25.7,290.0,W,3.171040401599453
219,2.0,1.0,30.0,-13.0,121.4,988.0,25.7,280.0,W,3.171040401599453
220,2.0,1.0,30.0,-13.1,121.1,988.0,25.7,160.0,S,3.171040401599453
221,2.0,1.0,30.0,-13.2,120.7,988.0,25.7,330.0,NW,3.171040401599453
222,2.0,1.0,30.0,-13.3,120.4,987.0,25.7,110.0,E,3.239488445091218
223,2.0,1.0,30.0,-13.4,120.0,986.0,25.7,100.0,E,3.3064069632968023
224,2.0,1.0,30.0,-13.5,119.6,985.0,25.7,100.0,E,3.3718918144016174
225,2.0,1.0,30.0,-13.5,119.4,983.0,28.3,90.0,E,3.498897389674407
226,2.0,1.0,30.0,-13.6,119.0,982.0,28.3,20.0,N,3.560566909487789
227,2.0,1.0,30.0,-13.7,118.6,981.0,28.3,20.0,N,3.621102323191423
228,2.0,1.0,30.0,-13.7,118.3,981.0,28.3,50.0,NE,3.621102323191423
229,2.0,1.0,40.0,-14.2,117.1,975.0,33.4,10.0,N,3.9634834350840573
230,2.0,1.0,20.0,-9.2,90.3,1001.0,15.4,120.0,SE,2.064004808197857
231,2.0,1.0,30.0,-9.6,90.9,998.0,18.0,140.0,SE,2.369923199020532
232,2.0,1.0,30.0,-9.9,91.3,996.0,18.0,200.0,S,2.5520966457335894
233,2.0,1.0,30.0,-10.4,91.9,994.0,20.6,160.0,S,2.7211835684431747
234,2.0,1.0,30.0,-10.5,92.2,993.0,20.6,160.0,S,2.801604936095944
235,2.0,1.0,30.0,-12.0,93.5,992.0,23.2,80.0,E,2.879603808648294
236,2.0,1.0,20.0,-12.4,93.6,997.0,15.4,70.0,E,2.4628321961038315
237,2.0,1.0,20.0,-12.6,93.8,999.0,15.4,20.0,N,2.272896922914969
238,2.0,1.0,20.0,-13.2,94.4,999.0,15.4,20.0,N,2.272896922914969
239,2.0,1.0,20.0,-13.7,94.7,1000.0,15.4,0.0,N,2.171169359038437
240,2.0,1.0,20.0,-10.2,97.1,997.0,15.4,120.0,SE,2.4628321961038315
241,2.0,1.0,30.0,-10.6,96.1,995.0,18.0,90.0,E,2.6381055546827414
242,2.0,1.0,30.0,-11.4,94.3,990.0,23.2,80.0,E,3.02911482118419
243,2.0,1.0,20.0,-7.2,96.0,1003.0,12.9,110.0,E,1.8292585014507152
244,2.0,1.0,30.0,-10.7,92.5,981.0,30.9,130.0,SE,3.621102323191423
245,2.0,1.0,30.0,-11.0,91.7,981.0,30.9,70.0,E,3.621102323191423
246,3.0,1.0,30.0,-11.0,127.0,990.0,28.3,90.0,E,3.02911482118419
247,3.0,1.0,30.0,-11.2,127.1,990.0,28.3,90.0,E,3.02911482118419
248,3.0,1.0,30.0,-11.3,127.2,990.0,28.3,90.0,E,3.02911482118419
249,3.0,1.0,30.0,-11.4,127.2,990.0,28.3,90.0,E,3.02911482118419
250,3.0,1.0,30.0,-11.5,127.3,985.0,28.3,90.0,E,3.3718918144016174
251,3.0,1.0,30.0,-11.6,127.3,985.0,28.3,70.0,E,3.3718918144016174
252,3.0,1.0,30.0,-11.8,127.4,985.0,28.3,70.0,E,3.3718918144016174
253,3.0,1.0,30.0,-11.9,127.5,985.0,28.3,50.0,NE,3.3718918144016174
254,3.0,1.0,30.0,-12.0,127.5,985.0,30.9,140.0,SE,3.3718918144016174
255,3.0,1.0,30.0,-12.0,127.7,985.0,30.9,140.0,SE,3.3718918144016174
256,3.0,1.0,30.0,-12.0,127.8,980.0,30.9,0.0,N,3.680562551360306
257,3.0,1.0,40.0,-12.0,128.0,980.0,33.4,300.0,NW,3.680562551360306
258,3.0,1.0,40.0,-12.0,128.5,980.0,36.0,180.0,S,3.680562551360306
259,3.0,1.0,40.0,-12.0,129.0,980.0,36.0,180.0,S,3.680562551360306
260,3.0,1.0,40.0,-12.0,129.5,980.0,36.0,180.0,S,3.680562551360306
261,3.0,1.0,40.0,-12.2,129.8,980.0,36.0,140.0,SE,3.680562551360306
262,3.0,1.0,40.0,-12.1,130.2,980.0,33.4,240.0,SW,3.680562551360306
263,3.0,1.0,30.0,-11.8,129.8,980.0,30.9,180.0,S,3.680562551360306
264,3.0,1.0,30.0,-11.6,129.8,980.0,28.3,130.0,SE,3.680562551360306
265,3.0,1.0,30.0,-11.4,129.8,990.0,25.7,160.0,S,3.02911482118419
266,3.0,1.0,30.0,-11.3,129.8,990.0,25.7,140.0,SE,3.02911482118419
267,3.0,1.0,30.0,-11.4,129.7,995.0,20.6,140.0,SE,2.6381055546827414
268,3.0,1.0,30.0,-11.4,129.5,995.0,20.6,120.0,SE,2.6381055546827414
269,3.0,1.0,30.0,-11.5,129.3,992.0,20.6,30.0,NE,2.879603808648294
270,3.0,1.0,30.0,-11.6,129.1,995.0,18.0,80.0,E,2.6381055546827414
271,3.0,1.0,30.0,-11.7,128.8,995.0,18.0,160.0,S,2.6381055546827414
272,3.0,1.0,30.0,-11.8,128.5,995.0,18.0,120.0,SE,2.6381055546827414
273,3.0,1.0,20.0,-11.9,128.1,998.0,15.4,300.0,NW,2.369923199020532
274,3.0,1.0,20.0,-12.1,127.9,998.0,15.4,320.0,NW,2.369923199020532
275,3.0,1.0,20.0,-12.2,127.7,998.0,15.4,0.0,N,2.369923199020532
276,3.0,1.0,20.0,-12.3,127.5,995.0,15.4,50.0,NE,2.6381055546827414
277,3.0,1.0,20.0,-12.3,127.3,998.0,15.4,50.0,NE,2.369923199020532
278,3.0,1.0,20.0,-12.4,127.0,998.0,15.4,30.0,NE,2.369923199020532
279,3.0,1.0,20.0,-12.1,125.7,1000.0,12.9,140.0,SE,2.171169359038437
280,2.0,1.0,20.0,-11.6,124.0,997.0,15.4,50.0,NE,2.4628321961038315
281,2.0,1.0,30.0,-11.6,123.5,995.0,18.0,0.0,N,2.6381055546827414
282,2.0,1.0,30.0,-11.5,122.4,994.0,18.0,90.0,E,2.7211835684431747
283,2.0,1.0,30.0,-11.4,121.9,995.0,18.0,80.0,E,2.6381055546827414
284,2.0,1.0,30.0,-11.4,121.4,995.0,18.0,310.0,NW,2.6381055546827414
285,2.0,1.0,20.0,-11.4,120.3,999.0,15.4,90.0,E,2.272896922914969
286,2.0,1.0,20.0,-11.2,91.1,1004.0,12.9,350.0,N,1.6986825976362856
287,2.0,1.0,20.0,-11.0,105.0,1008.0,10.3,350.0,N,1.0020554073606542
288,2.0,1.0,20.0,-16.7,123.6,997.0,12.9,230.0,SW,2.4628321961038315
289,2.0,1.0,20.0,-16.7,123.4,994.0,15.4,140.0,SE,2.7211835684431747
290,2.0,1.0,20.0,-16.7,123.2,993.0,15.4,100.0,E,2.801604936095944
291,2.0,3.0,20.0,-16.6,123.0,993.0,15.4,120.0,SE,2.801604936095944
292,2.0,4.0,20.0,-16.6,122.7,997.0,15.4,250.0,W,2.4628321961038315
293,2.0,1.0,30.0,-16.7,122.6,993.0,18.0,270.0,W,2.801604936095944
294,2.0,1.0,30.0,-16.7,122.4,993.0,20.6,320.0,NW,2.801604936095944
295,2.0,1.0,30.0,-16.7,122.2,993.0,20.6,90.0,E,2.801604936095944
296,2.0,1.0,30.0,-16.8,122.0,990.0,23.2,90.0,E,3.02911482118419
297,2.0,1.0,30.0,-16.9,121.8,987.0,25.7,320.0,NW,3.239488445091218
298,2.0,1.0,30.0,-17.0,121.6,984.0,25.7,120.0,SE,3.436029288204253
299,2.0,1.0,30.0,-17.1,121.5,981.0,28.3,140.0,SE,3.621102323191423
300,2.0,1.0,30.0,-17.2,121.4,978.0,30.9,180.0,S,3.796469144159554
301,2.0,1.0,30.0,-17.3,121.3,976.0,30.9,190.0,S,3.9086693074875756
302,2.0,1.0,40.0,-17.4,121.2,973.0,33.4,120.0,SE,4.070722019509654
303,2.0,1.0,40.0,-17.6,121.1,970.0,36.0,110.0,E,4.226080550428074
304,2.0,1.0,40.0,-17.8,120.9,966.0,38.6,100.0,E,4.424088539694945
305,2.0,1.0,40.0,-18.0,120.7,963.0,41.2,110.0,E,4.566522928828557
306,2.0,1.0,40.0,-18.3,120.5,960.0,41.2,340.0,N,4.704307118149952
307,2.0,1.0,40.0,-18.8,120.1,956.0,43.7,40.0,NE,4.881499408023743
308,2.0,1.0,40.0,-19.0,119.7,954.0,46.3,150.0,SE,4.967537862695358
309,2.0,1.0,40.0,-19.2,119.3,952.0,46.3,170.0,S,5.051994065106673
310,2.0,1.0,40.0,-19.4,118.8,950.0,46.3,290.0,W,5.1349502185120075
311,2.0,1.0,40.0,-19.6,118.4,946.0,48.9,120.0,SE,5.296657722654686
312,2.0,1.0,40.0,-19.8,118.0,943.0,51.4,230.0,SW,5.414518754342474
313,2.0,1.0,40.0,-20.0,117.6,940.0,51.4,230.0,SW,5.529668317559652
314,2.0,1.0,40.0,-20.2,117.2,937.0,54.0,280.0,W,5.642281152390541
315,2.0,1.0,40.0,-20.4,116.9,934.0,54.0,90.0,E,5.7525140831381085
316,2.0,1.0,40.0,-20.6,116.5,931.0,56.6,140.0,SE,5.860508484370202
317,2.0,1.0,40.0,-20.8,116.2,928.0,56.6,140.0,SE,5.966392327410914
318,2.0,1.0,40.0,-21.0,115.9,925.0,59.2,60.0,NE,6.070281891301724
319,2.0,1.0,40.0,-21.2,115.5,925.0,59.2,20.0,N,6.070281891301724
320,2.0,1.0,40.0,-21.4,115.5,925.0,59.2,0.0,N,6.070281891301724
321,2.0,2.0,40.0,-21.8,115.2,935.0,54.0,290.0,W,5.716025185995287
322,2.0,2.0,40.0,-22.0,115.0,950.0,46.3,300.0,NW,5.1349502185120075
323,2.0,2.0,40.0,-22.1,114.9,952.0,43.7,300.0,NW,5.051994065106673
324,2.0,2.0,40.0,-22.9,114.7,970.0,35.0,260.0,W,4.226080550428074
325,2.0,2.0,30.0,-23.3,114.7,973.0,28.3,160.0,S,4.070722019509654
326,2.0,2.0,30.0,-23.7,114.7,975.0,25.7,320.0,NW,3.9634834350840573
327,2.0,2.0,30.0,-24.1,114.7,976.0,23.2,160.0,S,3.9086693074875756
328,2.0,2.0,30.0,-24.4,114.6,976.0,20.6,120.0,SE,3.9086693074875756
329,2.0,2.0,30.0,-24.7,114.5,977.0,20.6,180.0,S,3.8530109421255934
330,2.0,2.0,30.0,-25.3,114.6,979.0,18.0,250.0,W,3.73900160612611
331,2.0,2.0,20.0,-25.7,114.7,979.0,15.4,160.0,S,3.73900160612611
332,2.0,2.0,20.0,-26.0,114.9,980.0,15.4,170.0,S,3.680562551360306
333,2.0,2.0,20.0,-26.2,115.2,980.0,15.4,180.0,S,3.680562551360306
334,2.0,2.0,20.0,-26.3,115.5,980.0,15.4,190.0,S,3.680562551360306
335,2.0,2.0,20.0,-26.4,115.9,981.0,15.4,190.0,S,3.621102323191423
336,2.0,2.0,20.0,-26.5,116.3,983.0,15.4,230.0,SW,3.498897389674407
337,2.0,2.0,20.0,-26.7,117.1,986.0,12.9,90.0,E,3.3064069632968023
338,2.0,2.0,20.0,-26.8,117.5,985.0,12.9,10.0,N,3.3718918144016174
339,2.0,2.0,80.0,-26.9,117.9,986.0,12.9,0.0,N,3.3064069632968023
340,2.0,1.0,20.0,-14.2,95.4,999.0,15.4,230.0,SW,2.272896922914969
