NAME,TM,TYPE,DATA_SRC,SURFACE_CODE,CYC_TYPE,LAT,LON,CENTRAL_PRES,MAX_WIND_SPD
Rosita,1990-01-04 18:00:00,T,2.0,1.0,20.0,-12.7,111.7,1004.0,12.9
Rosita,1990-01-05 00:00:00,T,2.0,1.0,20.0,-12.8,110.6,1004.0,12.9
Rosita,1990-01-05 06:00:00,T,2.0,1.0,20.0,-12.9,109.8,1002.0,12.9
Rosita,1990-01-05 12:00:00,T,2.0,1.0,20.0,-13.0,108.5,1001.0,12.9
Rosita,1990-01-05 18:00:00,T,2.0,1.0,20.0,-13.2,107.0,1001.0,12.9
Rosita,1990-01-06 00:00:00,T,2.0,1.0,20.0,-13.4,105.7,1000.0,15.4
Rosita,1990-01-06 06:00:00,T,2.0,1.0,20.0,-13.8,104.4,998.0,15.4
Rosita,1990-01-06 12:00:00,T,2.0,1.0,20.0,-14.0,104.2,1000.0,15.4
Rosita,1990-01-06 18:00:00,T,2.0,1.0,20.0,-14.3,103.8,1000.0,15.4
Rosita,1990-01-07 00:00:00,T,2.0,1.0,20.0,-14.6,103.6,1000.0,12.9
Rosita,1990-01-07 06:00:00,T,2.0,1.0,20.0,-15.0,103.4,1000.0,12.9
Rosita,1990-01-07 12:00:00,T,2.0,1.0,20.0,-15.2,103.6,1001.0,12.9
Rosita,1990-01-07 18:00:00,T,2.0,1.0,20.0,-15.2,103.8,1001.0,12.9
Rosita,1990-01-08 00:00:00,T,2.0,1.0,20.0,-15.1,104.2,1002.0,12.9
Rosita,1990-01-08 06:00:00,T,2.0,1.0,20.0,-14.9,104.3,1002.0,12.9
Rosita,1990-01-08 12:00:00,T,2.0,1.0,20.0,-14.4,104.3,1002.0,12.9
Rosita,1990-01-08 18:00:00,T,2.0,1.0,20.0,-14.0,104.2,1002.0,12.9
Rosita,1990-01-09 00:00:00,T,2.0,1.0,20.0,-13.5,104.1,1003.0,12.9
Rosita,1990-01-09 06:00:00,T,2.0,1.0,20.0,-13.2,103.8,1004.0,12.9
Rosita,1990-01-09 12:00:00,T,2.0,1.0,20.0,-12.3,103.2,1004.0,12.9
Rosita,1990-01-09 18:00:00,T,2.0,1.0,20.0,-11.6,102.6,1003.0,12.9
Rosita,1990-01-10 00:00:00,T,2.0,1.0,20.0,-10.8,102.0,1002.0,12.9
Rosita,1990-01-10 06:00:00,T,2.0,1.0,20.0,-10.0,101.3,1000.0,12.9
Rosita,1990-01-10 12:00:00,T,2.0,1.0,20.0,-9.8,100.4,1000.0,12.9
Rosita,1990-01-10 18:00:00,T,2.0,1.0,20.0,-10.0,100.2,1000.0,12.9
Rosita,1990-01-11 00:00:00,T,2.0,1.0,20.0,-10.3,100.1,1000.0,12.9
Rosita,1990-01-11 06:00:00,T,2.0,1.0,20.0,-10.5,100.1,1000.0,12.9
Rosita,1990-01-11 12:00:00,T,2.0,1.0,20.0,-10.8,100.1,1000.0,12.9
Rosita,1990-01-11 18:00:00,T,2.0,1.0,20.0,-11.0,100.3,1000.0,12.9
Rosita,1990-01-12 00:00:00,T,2.0,1.0,20.0,-11.1,100.6,1000.0,12.9
Rosita,1990-01-12 06:00:00,T,2.0,1.0,20.0,-11.3,101.1,998.0,15.4
Rosita,1990-01-12 12:00:00,T,2.0,1.0,20.0,-11.8,101.4,998.0,15.4
Rosita,1990-01-12 18:00:00,T,2.0,1.0,30.0,-12.3,101.7,997.0,18.0
Rosita,1990-01-13 00:00:00,T,2.0,1.0,30.0,-12.9,101.9,995.0,20.6
Rosita,1990-01-13 06:00:00,T,2.0,1.0,30.0,-13.4,102.1,992.0,20.6
Rosita,1990-01-13 12:00:00,T,2.0,1.0,30.0,-13.9,102.2,990.0,23.2
Rosita,1990-01-13 18:00:00,T,2.0,1.0,30.0,-14.4,102.3,988.0,23.2
Rosita,1990-01-14 00:00:00,T,2.0,1.0,30.0,-14.9,102.5,988.0,23.2
Rosita,1990-01-14 06:00:00,T,2.0,1.0,30.0,-15.4,102.6,990.0,20.6
Rosita,1990-01-14 12:00:00,T,2.0,1.0,30.0,-15.8,102.6,990.0,20.6
Rosita,1990-01-14 18:00:00,T,2.0,1.0,30.0,-16.4,102.6,994.0,20.6
Rosita,1990-01-15 00:00:00,T,2.0,1.0,30.0,-16.6,102.1,996.0,18.0
Rosita,1990-01-15 06:00:00,T,2.0,1.0,20.0,-16.3,101.6,997.0,15.4
Rosita,1990-01-15 12:00:00,T,2.0,1.0,20.0,-16.0,101.1,998.0,15.4
Rosita,1990-01-15 18:00:00,T,2.0,1.0,20.0,-15.6,100.5,999.0,15.4
Rosita,1990-01-16 00:00:00,T,2.0,1.0,20.0,-15.2,100.0,1000.0,12.9
Rosita,1990-01-16 06:00:00,T,2.0,1.0,20.0,-14.4,99.6,1000.0,12.9
Rosita,1990-01-16 12:00:00,T,2.0,1.0,20.0,-13.8,99.2,1000.0,12.9
Rosita,1990-01-16 18:00:00,T,2.0,1.0,20.0,-13.2,98.8,1000.0,12.9
Rosita,1990-01-17 00:00:00,T,2.0,1.0,20.0,-12.6,98.6,1000.0,12.9
Rosita,1990-01-17 06:00:00,T,2.0,1.0,20.0,-12.0,98.3,1001.0,12.9
Rosita,1990-01-17 12:00:00,T,2.0,1.0,20.0,-11.2,98.1,1002.0,12.9
Sam,1990-01-11 18:00:00,T,2.0,1.0,20.0,-12.0,130.5,1003.0,12.9
Sam,1990-01-12 00:00:00,T,2.0,1.0,20.0,-12.6,129.5,1003.0,12.9
Sam,1990-01-12 06:00:00,T,2.0,1.0,20.0,-12.8,128.6,1003.0,12.9
Sam,1990-01-12 12:00:00,T,2.0,1.0,20.0,-13.0,127.7,1002.0,12.9
Sam,1990-01-12 18:00:00,T,2.0,1.0,20.0,-13.2,126.7,1001.0,12.9
Sam,1990-01-13 00:00:00,T,2.0,1.0,20.0,-13.3,125.6,999.0,15.4
Sam,1990-01-13 06:00:00,T,2.0,1.0,20.0,-13.4,124.6,997.0,15.4
Sam,1990-01-13 12:00:00,T,2.0,1.0,30.0,-13.4,123.5,995.0,18.0
Sam,1990-01-13 18:00:00,T,2.0,1.0,30.0,-13.5,122.6,993.0,20.6
Sam,1990-01-14 00:00:00,T,2.0,1.0,30.0,-13.8,121.8,986.0,23.2
Sam,1990-01-14 06:00:00,T,2.0,1.0,30.0,-14.0,121.0,982.0,25.7
Sam,1990-01-14 12:00:00,T,2.0,1.0,30.0,-14.2,119.9,978.0,28.3
Sam,1990-01-14 18:00:00,T,2.0,1.0,30.0,-14.5,118.8,972.0,30.9
Sam,1990-01-15 00:00:00,T,2.0,1.0,30.0,-14.8,117.5,972.0,30.9
Sam,1990-01-15 06:00:00,T,2.0,1.0,30.0,-15.0,116.3,972.0,30.9
Sam,1990-01-15 12:00:00,T,2.0,1.0,30.0,-15.4,115.1,976.0,28.3
Sam,1990-01-15 18:00:00,T,2.0,1.0,30.0,-15.8,114.1,976.0,28.3
Sam,1990-01-16 00:00:00,T,2.0,1.0,30.0,-16.1,113.1,976.0,28.3
Sam,1990-01-16 06:00:00,T,2.0,1.0,30.0,-16.3,112.0,976.0,28.3
Sam,1990-01-16 12:00:00,T,2.0,1.0,30.0,-16.7,110.9,976.0,28.3
Sam,1990-01-16 18:00:00,T,2.0,1.0,30.0,-17.3,109.9,974.0,30.9
Sam,1990-01-17 00:00:00,T,2.0,1.0,30.0,-18.0,109.0,974.0,30.9
Sam,1990-01-17 06:00:00,T,2.0,1.0,40.0,-18.6,108.3,972.0,33.4
Sam,1990-01-17 12:00:00,T,2.0,1.0,40.0,-19.2,107.6,970.0,36.0
Sam,1990-01-17 18:00:00,T,2.0,1.0,40.0,-19.6,107.0,968.0,36.0
Sam,1990-01-18 00:00:00,T,2.0,1.0,40.0,-20.1,106.5,966.0,36.0
Sam,1990-01-18 06:00:00,T,2.0,1.0,40.0,-20.9,106.0,966.0,36.0
Sam,1990-01-18 12:00:00,T,2.0,1.0,40.0,-21.7,105.7,966.0,33.4
Sam,1990-01-18 18:00:00,T,2.0,1.0,30.0,-22.5,105.3,970.0,30.9
Sam,1990-01-19 00:00:00,T,2.0,1.0,30.0,-23.0,105.1,975.0,28.3
Sam,1990-01-19 06:00:00,T,2.0,1.0,30.0,-23.6,105.0,980.0,25.7
Sam,1990-01-19 12:00:00,T,2.0,1.0,30.0,-24.5,105.0,985.0,23.2
Sam,1990-01-19 18:00:00,T,2.0,1.0,30.0,-25.4,105.0,990.0,20.6
Sam,1990-01-20 00:00:00,T,2.0,1.0,30.0,-26.0,105.1,994.0,18.0
Sam,1990-01-20 06:00:00,T,2.0,1.0,20.0,-26.4,105.4,997.0,15.4
Sam,1990-01-20 12:00:00,T,2.0,1.0,20.0,-26.9,106.2,999.0,12.9
Sam,1990-01-20 18:00:00,T,2.0,1.0,20.0,-27.1,107.0,1002.0,12.9
Sam,1990-01-21 00:00:00,T,2.0,1.0,20.0,-27.4,108.1,1002.0,12.9
Sam,1990-01-21 06:00:00,T,2.0,1.0,20.0,-27.7,109.0,1003.0,12.9
Nancy,1990-01-28 06:00:00,T,4.0,1.0,20.0,-18.3,156.0,1000.0,12.9
Nancy,1990-01-28 12:00:00,T,4.0,1.0,20.0,-18.3,155.0,1000.0,12.9
Nancy,1990-01-28 18:00:00,T,4.0,1.0,20.0,-17.7,154.1,999.0,12.9
Nancy,1990-01-29 00:00:00,T,4.0,1.0,20.0,-17.0,153.0,998.0,15.4
Nancy,1990-01-29 06:00:00,T,4.0,1.0,20.0,-16.6,152.2,995.0,15.4
Nancy,1990-01-29 12:00:00,T,4.0,1.0,20.0,-15.9,151.9,995.0,15.4
Nancy,1990-01-29 18:00:00,T,4.0,1.0,20.0,-15.0,152.6,995.0,15.4
Nancy,1990-01-30 00:00:00,T,4.0,1.0,20.0,-14.8,154.0,995.0,15.4
Nancy,1990-01-30 06:00:00,T,4.0,1.0,30.0,-14.8,155.5,995.0,20.6
Nancy,1990-01-30 12:00:00,T,4.0,1.0,30.0,-14.8,156.8,991.0,23.2
Nancy,1990-01-30 18:00:00,T,4.0,1.0,30.0,-15.5,158.4,991.0,25.7
Nancy,1990-01-31 00:00:00,T,4.0,1.0,30.0,-16.8,159.9,990.0,28.3
Nancy,1990-01-31 06:00:00,T,4.0,1.0,30.0,-18.0,160.5,988.0,28.3
Nancy,1990-01-31 12:00:00,T,4.0,1.0,30.0,-19.3,160.7,988.0,28.3
Nancy,1990-01-31 18:00:00,T,4.0,1.0,30.0,-21.3,160.7,980.0,30.9
Nancy,1990-02-01 00:00:00,T,4.0,1.0,30.0,-23.1,159.8,980.0,30.9
Nancy,1990-02-01 06:00:00,T,4.0,1.0,30.0,-25.3,156.8,980.0,25.7
Nancy,1990-02-01 12:00:00,T,4.0,1.0,30.0,-25.4,155.0,980.0,23.2
Nancy,1990-02-01 18:00:00,T,4.0,1.0,30.0,-24.9,154.9,985.0,23.2
Nancy,1990-02-02 00:00:00,T,4.0,1.0,30.0,-25.9,154.8,985.0,23.2
Nancy,1990-02-02 06:00:00,T,4.0,1.0,30.0,-27.2,154.1,980.0,20.6
Nancy,1990-02-02 12:00:00,T,4.0,1.0,30.0,-27.0,153.8,980.0,20.6
Nancy,1990-02-02 18:00:00,T,4.0,1.0,30.0,-27.7,153.7,980.0,18.0
Nancy,1990-02-03 00:00:00,T,4.0,1.0,30.0,-28.1,153.8,980.0,18.0
Nancy,1990-02-03 06:00:00,T,4.0,4.0,30.0,-29.1,153.9,980.0,18.0
Nancy,1990-02-03 12:00:00,T,4.0,1.0,20.0,-29.6,153.8,985.0,15.4
Nancy,1990-02-03 18:00:00,T,4.0,1.0,20.0,-30.5,153.8,986.0,15.4
Nancy,1990-02-04 00:00:00,T,4.0,1.0,20.0,-31.4,154.0,989.0,15.4
Nancy,1990-02-04 06:00:00,T,4.0,1.0,20.0,-32.9,154.0,990.0,12.9
Nancy,1990-02-04 12:00:00,T,4.0,1.0,20.0,-34.5,155.0,995.0,12.9
Greg,1990-03-01 18:00:00,T,4.0,1.0,20.0,-11.9,137.9,1004.0,10.3
Greg,1990-03-02 00:00:00,T,4.0,1.0,20.0,-12.0,138.2,1003.0,10.3
Greg,1990-03-02 06:00:00,T,4.0,1.0,20.0,-11.8,138.6,1001.0,12.9
Greg,1990-03-02 12:00:00,T,4.0,1.0,20.0,-11.8,139.1,998.0,12.9
Greg,1990-03-02 18:00:00,T,4.0,1.0,20.0,-11.9,139.5,996.0,15.4
Greg,1990-03-02 21:00:00,T,4.0,1.0,30.0,-12.0,139.7,994.0,18.0
Greg,1990-03-03 00:00:00,T,4.0,1.0,30.0,-12.1,139.8,992.0,18.0
Greg,1990-03-03 06:00:00,T,4.0,1.0,30.0,-13.0,140.0,990.0,20.6
Greg,1990-03-03 12:00:00,T,4.0,1.0,30.0,-13.6,140.0,990.0,20.6
Greg,1990-03-03 18:00:00,T,4.0,1.0,30.0,-13.8,139.6,994.0,18.0
Greg,1990-03-04 00:00:00,T,4.0,1.0,30.0,-13.9,139.1,992.0,18.0
Greg,1990-03-04 06:00:00,T,4.0,1.0,30.0,-14.0,138.5,994.0,18.0
Greg,1990-03-04 12:00:00,T,4.0,1.0,30.0,-14.4,138.4,994.0,18.0
Greg,1990-03-04 18:00:00,T,4.0,1.0,30.0,-15.1,138.5,994.0,18.0
Greg,1990-03-05 00:00:00,T,4.0,1.0,30.0,-15.7,138.7,994.0,18.0
Greg,1990-03-05 06:00:00,T,4.0,5.0,20.0,-16.6,139.1,995.0,15.4
Greg,1990-03-05 12:00:00,T,4.0,3.0,20.0,-17.1,139.1,1000.0,12.9
Vincent,1990-03-02 00:00:00,T,2.0,1.0,20.0,-17.0,114.6,997.0,15.4
Vincent,1990-03-02 06:00:00,T,2.0,1.0,21.0,-17.4,114.1,995.0,18.0
Vincent,1990-03-02 12:00:00,T,2.0,1.0,21.0,-17.8,113.4,993.0,20.6
Vincent,1990-03-02 18:00:00,T,2.0,1.0,21.0,-18.1,113.1,991.0,20.6
Vincent,1990-03-03 00:00:00,T,2.0,1.0,21.0,-18.5,112.8,984.0,25.7
Vincent,1990-03-03 06:00:00,T,2.0,1.0,21.0,-19.2,112.0,980.0,30.9
Vincent,1990-03-03 12:00:00,T,2.0,1.0,40.0,-19.6,111.5,976.0,33.4
Vincent,1990-03-03 18:00:00,T,2.0,1.0,40.0,-20.4,111.0,971.0,33.4
Vincent,1990-03-04 00:00:00,T,2.0,1.0,40.0,-21.2,110.6,966.0,36.0
Vincent,1990-03-04 06:00:00,T,2.0,1.0,40.0,-21.9,110.1,966.0,36.0
Vincent,1990-03-04 12:00:00,T,2.0,1.0,40.0,-23.2,109.7,966.0,36.0
Vincent,1990-03-04 18:00:00,T,2.0,1.0,40.0,-24.4,108.9,972.0,33.4
Vincent,1990-03-05 00:00:00,T,2.0,1.0,40.0,-25.3,108.9,975.0,33.4
Vincent,1990-03-05 06:00:00,T,2.0,1.0,30.0,-27.1,109.0,978.0,30.9
Vincent,1990-03-05 12:00:00,T,2.0,1.0,30.0,-29.4,109.5,980.0,28.3
Vincent,1990-03-05 18:00:00,T,2.0,1.0,51.0,-32.3,110.5,984.0,25.7
Vincent,1990-03-06 00:00:00,T,2.0,1.0,51.0,-34.8,113.0,991.0,20.6
Vincent,1990-03-06 06:00:00,T,2.0,1.0,51.0,-36.7,116.5,997.0,18.0
Vincent,1990-03-06 12:00:00,T,2.0,1.0,50.0,-39.3,123.0,1000.0,12.9
Walter,1990-03-03 18:00:00,T,2.0,1.0,20.0,-14.6,94.0,1000.0,12.9
Walter,1990-03-04 00:00:00,T,2.0,1.0,20.0,-14.8,94.0,1000.0,12.9
Walter,1990-03-04 06:00:00,T,2.0,1.0,20.0,-15.2,94.1,1000.0,12.9
Walter,1990-03-04 12:00:00,T,2.0,1.0,20.0,-15.7,94.4,998.0,15.4
Walter,1990-03-04 18:00:00,T,2.0,1.0,30.0,-16.2,94.8,995.0,18.0
Walter,1990-03-05 00:00:00,T,2.0,1.0,30.0,-17.0,95.5,995.0,18.0
Walter,1990-03-05 06:00:00,T,2.0,1.0,30.0,-17.7,96.2,992.0,20.6
Walter,1990-03-05 12:00:00,T,2.0,1.0,30.0,-18.3,96.8,990.0,20.6
Walter,1990-03-05 18:00:00,T,2.0,1.0,30.0,-19.2,97.4,987.0,23.2
Walter,1990-03-06 00:00:00,T,2.0,1.0,30.0,-20.0,98.0,985.0,25.7
Walter,1990-03-06 06:00:00,T,2.0,1.0,30.0,-20.5,98.2,985.0,25.7
Walter,1990-03-06 12:00:00,T,2.0,1.0,30.0,-21.0,98.0,988.0,23.2
Walter,1990-03-06 18:00:00,T,2.0,1.0,30.0,-21.3,97.5,991.0,20.6
Walter,1990-03-07 00:00:00,T,2.0,1.0,30.0,-21.2,96.8,993.0,18.0
Walter,1990-03-07 06:00:00,T,2.0,1.0,30.0,-21.1,95.8,995.0,18.0
Walter,1990-03-07 12:00:00,T,2.0,1.0,30.0,-20.9,95.6,995.0,18.0
Walter,1990-03-07 18:00:00,T,2.0,1.0,30.0,-20.5,95.0,995.0,18.0
Walter,1990-03-08 00:00:00,T,2.0,1.0,30.0,-20.2,94.9,995.0,18.0
Walter,1990-03-08 06:00:00,T,2.0,1.0,30.0,-19.8,95.0,996.0,15.4
Walter,1990-03-08 12:00:00,T,2.0,1.0,30.0,-19.3,95.1,998.0,18.0
Walter,1990-03-08 18:00:00,T,2.0,1.0,20.0,-18.6,95.4,999.0,15.4
Walter,1990-03-09 00:00:00,T,2.0,1.0,20.0,-17.5,95.9,1000.0,12.9
Walter,1990-03-09 06:00:00,T,2.0,1.0,20.0,-17.0,96.3,1002.0,12.9
Walter,1990-03-09 12:00:00,T,2.0,1.0,20.0,-16.6,96.6,1002.0,12.9
Walter,1990-03-09 18:00:00,T,2.0,1.0,20.0,-16.2,96.8,1002.0,12.9
Walter,1990-03-10 00:00:00,T,2.0,1.0,20.0,-15.8,97.2,1003.0,12.9
Walter,1990-03-10 06:00:00,T,2.0,1.0,20.0,-15.4,97.8,1004.0,12.9
Walter,1990-03-10 12:00:00,T,2.0,1.0,20.0,-15.2,98.2,1003.0,12.9
Walter,1990-03-10 18:00:00,T,2.0,1.0,20.0,-14.8,98.3,1002.0,12.9
Walter,1990-03-11 00:00:00,T,2.0,1.0,20.0,-14.3,98.4,1002.0,12.9
Walter,1990-03-11 06:00:00,T,2.0,1.0,20.0,-14.0,98.2,1000.0,12.9
Walter,1990-03-11 12:00:00,T,2.0,1.0,20.0,-13.8,98.0,1000.0,12.9
Walter,1990-03-11 18:00:00,T,2.0,1.0,20.0,-13.5,97.7,1000.0,12.9
Walter,1990-03-12 00:00:00,T,2.0,1.0,20.0,-13.3,97.4,998.0,15.4
Walter,1990-03-12 06:00:00,T,2.0,1.0,20.0,-13.2,97.0,997.0,15.4
Walter,1990-03-12 12:00:00,T,2.0,1.0,20.0,-12.8,95.7,997.0,15.4
Walter,1990-03-12 18:00:00,T,2.0,1.0,20.0,-12.6,94.4,996.0,15.4
Walter,1990-03-13 00:00:00,T,2.0,1.0,30.0,-12.3,93.2,990.0,20.6
Walter,1990-03-13 06:00:00,T,2.0,1.0,30.0,-12.1,91.8,988.0,23.2
Walter,1990-03-13 12:00:00,T,2.0,1.0,30.0,-12.0,90.8,985.0,25.7
Walter,1990-03-13 18:00:00,T,2.0,1.0,30.0,-11.8,89.6,983.0,25.7
Walter,1990-03-14 00:00:00,T,2.0,1.0,30.0,-11.7,89.0,980.0,28.3
Walter,1990-03-14 06:00:00,T,2.0,1.0,30.0,-11.6,88.5,978.0,30.9
Walter,1990-03-14 12:00:00,T,2.0,1.0,30.0,-11.6,87.8,976.0,30.9
Hilda,1990-03-04 00:00:00,T,4.0,1.0,20.0,-18.8,153.2,1002.0,12.9
Hilda,1990-03-04 06:00:00,T,4.0,1.0,20.0,-19.3,153.2,997.0,15.4
Hilda,1990-03-04 12:00:00,T,4.0,1.0,20.0,-19.9,153.2,996.0,15.4
Hilda,1990-03-04 18:00:00,T,4.0,1.0,20.0,-20.1,152.5,996.0,15.4
Hilda,1990-03-05 00:00:00,T,4.0,1.0,20.0,-20.0,152.2,996.0,15.4
Hilda,1990-03-05 06:00:00,T,4.0,1.0,30.0,-19.3,152.1,994.0,18.0
Hilda,1990-03-05 12:00:00,T,4.0,1.0,30.0,-18.9,152.1,994.0,20.6
Hilda,1990-03-05 18:00:00,T,4.0,1.0,30.0,-18.7,152.8,980.0,25.7
Hilda,1990-03-06 00:00:00,T,4.0,1.0,30.0,-18.8,153.8,970.0,30.9
Hilda,1990-03-06 06:00:00,T,4.0,1.0,30.0,-18.6,154.1,970.0,30.9
Hilda,1990-03-06 12:00:00,T,4.0,1.0,30.0,-18.3,155.4,980.0,25.7
Hilda,1990-03-06 18:00:00,T,4.0,1.0,30.0,-18.8,157.0,980.0,20.6
Hilda,1990-03-07 00:00:00,T,4.0,1.0,30.0,-19.5,158.5,985.0,18.0
Hilda,1990-03-07 06:00:00,T,4.0,1.0,30.0,-21.0,160.5,985.0,18.0
Ivor,1990-03-16 00:00:00,T,4.0,1.0,20.0,-15.8,160.8,995.0,15.4
Ivor,1990-03-16 06:00:00,T,4.0,1.0,20.0,-16.8,158.8,995.0,15.4
Ivor,1990-03-16 12:00:00,T,4.0,1.0,30.0,-17.0,156.8,992.0,20.6
Ivor,1990-03-16 18:00:00,T,4.0,1.0,30.0,-16.6,155.2,992.0,23.2
Ivor,1990-03-17 00:00:00,T,4.0,1.0,30.0,-16.1,153.8,990.0,25.7
Ivor,1990-03-17 06:00:00,T,4.0,1.0,30.0,-15.3,152.1,990.0,25.7
Ivor,1990-03-17 12:00:00,T,4.0,1.0,30.0,-14.4,150.7,984.0,25.7
Ivor,1990-03-17 18:00:00,T,4.0,1.0,30.0,-14.2,150.1,980.0,30.9
Ivor,1990-03-18 00:00:00,T,4.0,1.0,40.0,-14.1,148.9,976.0,33.4
Ivor,1990-03-18 06:00:00,T,4.0,1.0,40.0,-14.0,147.9,971.0,36.0
Ivor,1990-03-18 12:00:00,T,4.0,1.0,40.0,-13.6,147.5,969.0,36.0
Ivor,1990-03-18 18:00:00,T,4.0,1.0,40.0,-13.5,146.9,966.0,38.6
Ivor,1990-03-19 00:00:00,T,4.0,1.0,40.0,-14.0,146.0,965.0,38.6
Ivor,1990-03-19 06:00:00,T,4.0,1.0,40.0,-14.1,145.0,970.0,41.2
Ivor,1990-03-19 12:00:00,T,4.0,1.0,40.0,-14.1,144.2,980.0,46.3
Ivor,1990-03-19 18:00:00,T,4.0,3.0,30.0,-14.0,143.4,983.0,28.3
Ivor,1990-03-20 00:00:00,T,4.0,2.0,30.0,-13.8,142.8,986.0,25.7
Ivor,1990-03-20 06:00:00,T,4.0,2.0,30.0,-13.9,142.4,988.0,23.2
Ivor,1990-03-20 12:00:00,T,4.0,2.0,30.0,-14.0,141.8,988.0,23.2
Ivor,1990-03-20 18:00:00,T,4.0,4.0,30.0,-14.0,141.5,986.0,25.7
Ivor,1990-03-21 00:00:00,T,4.0,1.0,30.0,-14.2,141.5,984.0,25.7
Ivor,1990-03-21 06:00:00,T,4.0,1.0,30.0,-14.8,141.5,988.0,23.2
Ivor,1990-03-21 12:00:00,T,4.0,1.0,30.0,-15.1,141.5,992.0,20.6
Ivor,1990-03-21 18:00:00,T,4.0,3.0,30.0,-15.2,141.9,994.0,18.0
Ivor,1990-03-22 00:00:00,T,4.0,2.0,20.0,-15.3,142.7,1000.0,15.4
Ivor,1990-03-22 06:00:00,T,4.0,2.0,20.0,-15.5,143.6,998.0,15.4
Ivor,1990-03-22 12:00:00,T,4.0,2.0,20.0,-15.7,144.3,999.0,15.4
Ivor,1990-03-22 18:00:00,T,4.0,2.0,20.0,-16.2,145.1,999.0,15.4
Ivor,1990-03-23 00:00:00,T,4.0,4.0,20.0,-16.9,145.9,1001.0,12.9
Ivor,1990-03-23 06:00:00,T,4.0,3.0,20.0,-17.1,145.4,999.0,12.9
Ivor,1990-03-23 12:00:00,T,4.0,4.0,20.0,-17.0,146.2,1001.0,12.9
Ivor,1990-03-23 18:00:00,T,4.0,1.0,20.0,-17.3,146.9,999.0,12.9
Ivor,1990-03-24 00:00:00,T,4.0,1.0,20.0,-18.3,146.9,1000.0,12.9
Ivor,1990-03-24 06:00:00,T,4.0,1.0,20.0,-19.4,147.3,1000.0,12.9
Ivor,1990-03-24 12:00:00,T,4.0,3.0,20.0,-19.9,147.5,1002.0,10.3
Ivor,1990-03-24 18:00:00,T,4.0,2.0,20.0,-20.1,147.9,1002.0,10.3
Ivor,1990-03-25 00:00:00,T,4.0,2.0,20.0,-20.7,148.1,1005.0,7.7
Ivor,1990-03-25 06:00:00,T,4.0,2.0,20.0,-20.9,148.8,1005.0,7.7
Ivor,1990-03-25 12:00:00,T,4.0,4.0,20.0,-20.6,149.6,1006.0,7.7
Ivor,1990-03-25 18:00:00,T,4.0,1.0,20.0,-21.0,149.9,1006.0,7.7
Ivor,1990-03-26 00:00:00,T,4.0,3.0,20.0,-21.6,149.3,1008.0,7.7
Ivor,1990-03-26 06:00:00,T,4.0,2.0,20.0,-22.0,147.9,1008.0,7.7
Ivor,1990-03-26 12:00:00,T,4.0,2.0,20.0,-21.9,146.8,1008.0,7.7
Alex,1990-03-15 00:00:00,T,2.0,1.0,20.0,-12.3,114.1,1002.0,12.9
Alex,1990-03-15 06:00:00,T,2.0,1.0,20.0,-12.3,113.5,1002.0,12.9
Alex,1990-03-15 12:00:00,T,2.0,1.0,20.0,-12.3,113.1,1000.0,15.4
Alex,1990-03-15 18:00:00,T,2.0,1.0,30.0,-12.3,112.8,998.0,20.6
Alex,1990-03-16 00:00:00,T,2.0,1.0,30.0,-12.3,112.4,998.0,23.2
Alex,1990-03-16 06:00:00,T,2.0,1.0,30.0,-12.4,111.8,991.0,25.7
Alex,1990-03-16 12:00:00,T,2.0,1.0,30.0,-12.4,111.2,988.0,30.9
Alex,1990-03-16 18:00:00,T,2.0,1.0,40.0,-12.6,110.6,986.0,36.0
Alex,1990-03-17 00:00:00,T,2.0,1.0,40.0,-12.8,110.0,984.0,41.2
Alex,1990-03-17 06:00:00,T,2.0,1.0,40.0,-13.0,109.6,980.0,41.2
Alex,1990-03-17 12:00:00,T,2.0,1.0,40.0,-13.4,109.0,972.0,46.3
Alex,1990-03-17 18:00:00,T,2.0,1.0,40.0,-13.5,108.6,962.0,46.3
Alex,1990-03-18 00:00:00,T,2.0,1.0,40.0,-13.6,108.2,952.0,48.9
Alex,1990-03-18 06:00:00,T,2.0,1.0,40.0,-14.2,107.5,947.0,51.4
Alex,1990-03-18 12:00:00,T,2.0,1.0,40.0,-14.9,106.4,941.0,51.4
Alex,1990-03-18 18:00:00,T,2.0,1.0,40.0,-15.0,105.8,938.0,54.0
Alex,1990-03-19 00:00:00,T,2.0,1.0,40.0,-15.0,105.0,934.0,56.6
Alex,1990-03-19 06:00:00,T,2.0,1.0,40.0,-15.6,103.9,930.0,61.7
Alex,1990-03-19 12:00:00,T,2.0,1.0,40.0,-16.2,102.7,927.0,61.7
Alex,1990-03-19 18:00:00,T,2.0,1.0,40.0,-16.5,101.5,927.0,59.2
Alex,1990-03-20 00:00:00,T,2.0,1.0,40.0,-16.7,100.6,927.0,54.0
Alex,1990-03-20 06:00:00,T,2.0,1.0,40.0,-17.4,99.2,941.0,51.4
Alex,1990-03-20 12:00:00,T,2.0,1.0,40.0,-18.4,97.6,945.0,48.9
Alex,1990-03-20 18:00:00,T,2.0,1.0,40.0,-19.0,96.6,950.0,46.3
Alex,1990-03-21 00:00:00,T,2.0,1.0,40.0,-19.6,95.6,954.0,43.7
Alex,1990-03-21 06:00:00,T,2.0,1.0,40.0,-20.4,94.3,960.0,38.6
Alex,1990-03-21 12:00:00,T,2.0,1.0,40.0,-21.2,93.0,966.0,36.0
